,text,class
43,epa epa stolen elect ethnic cleans even threat civil war decis return kenya year old incumb presid mwai kibaki offic made kenyan peopl small group hardlin leader mr kibaki kikuyu tribe made mind result announc perhap even opposit candid raila odinga open lead earli return decemb th elect civil coup plan meticul need extra vote squeak past mr odinga among close contest elect africa ever seen return central provinc mr kibaki fierc loyal kikuyu heartland inexplic held back constitu larg number voter seem mysteri vote presidenti race ignor parliamentari ballot despit wait hour blaze sun real damag done nairobi simpli cross number vote announc constitu scribbl higher number elect monitor turn away talli went monitor european union saw ten thousand vote pinch way mr odinga support innoc either irregular home provinc nyanza still meddl central provinc decis offici mr kibaki vote mr odinga third candid kalonzo musyoka vote unoffici mr odinga may albeit similarli narrow margin tragedi kenya threaten rip nation apart one know sure eu preliminari report elect scath although parliamentari elect gone well european observ said presidenti one fallen short intern standard role elector commiss particularli dodgi afternoon decemb th head samuel kivuitu declar mr kibaki presid news went kbc state broadcast camera crew led build secur forc seal citi centr angri poor vote mr odinga minut later twilight mr kibaki sworn presid state hous contrast mr kibaki first term inaugur took place stadium heav jubil support dignitari diplomat dozen loyalist civil servant question whether fact whole event stage earlier pre record reaction swear immedi nairobi slum explod rage poor kill across countri came swell tribal violenc sometim kikuyu mr odinga luo tribe often luo tribe kikuyu hundr kill far displac gang rape mutil widespread polic order shoot kill loot kisumu riot mombasa pitch battl eldoret see map kikuyu hide church near eldoret burn aliv mob taken togeth amount pull apart kenya rich nation fabric kikuyu vote mr kibaki everywher els trounc muslim instanc vote mr kibaki kikuyu highland encircl glacier mount kenya increasingli feel like state within state divis even troubl parliamentari vote taken account mr kibaki lost half cabinet includ vice presid well larg number seemingli unassail member parliament govern may find imposs pass budget hardlin instinct use secur servic revers freedom mr kibaki first term anyth avoid power slip mr odinga hand kenyan may stand govern pressur countri mobil phone oper suspend text messag secur reason without success armi strong apolit tradit staff offic drawn sever tribe look hold mr odinga demand mr kibaki resign call campaign civil action peaceabl determin januari rd thousand opposit support tri converg centr nairobi protest ralli dispers polic later day mr kibaki said first time will talk opposit nation calm expect luo tribe consid marginalis address soon peopl half kenya economi creat sever hundr thousand job year stand still invest hit violenc vital tourism revenu eu first reluct send observ argu resourc africa slim kenya stabl orderli vote mission inde look like extravag week later countri teeter brink civil war chasten mr kivuitu say sure mr kibaki elect american british twist arm african union head john kufuor well connect kikuyu busi leader tri persuad mr kibaki give form govern nation uniti meantim kenya burn,africa
44,one seem stop somalia capit implod afp afp surgeon medina hospit mogadishu use dress gunshot wound seen noth intens last week fight islamist insurg exchang small arm artilleri fire ethiopian govern troop kill peopl civilian casualti pile hospit corridor corps rot sandi street beyond unclaim lull fight allow shallow grave dug peopl fell somalia capit seem danger slip back state bloodi anarchi peopl fled citi fight queu leav minibu donkey foot come three month ethiopian back govern supposedli claim back control citi islamist militia said defeat swift campaign last decemb pictur look differ remnant islamist fighter regroup togeth disaffect fighter power hawiy clan use control much capit threaten proper insurg furthermor mani predict continu presenc ethiopian soldier capit exacerb conflict inde far leav start ethiopian call reinforc entir fault african union au promis fli peacekeep troop replac ethiopian enforc fragil ceasefir ugandan actual arriv mogadishu restrict protect airport instal nigeria other promis troop yet sent left ethiopian fight behalf govern covert assist america ethiopian soldier done mostli impress job polic mogadishu littl incid three month seen invad somali remain unpopular thu target whatev goe american back govern ethiopian way root suspect al qaeda men oper fring union islam court somali islamist whose brief reign brought modicum order push complic eritrean back oust islamist militia eritrea suppli arm might yoweri museveni uganda presid visit eritrea week ask get involv rebuf eritrea see mayhem somalia chanc make life hard possibl ethiopian neighbour mortal enemi eritrea say oppos foreign involv somalia except cours intern contact group somalia bodi set tri resolv somali crisi includ repres america european union held talk egypt week produc littl new somalia govern urg reach moder islamist nobodi know remain islamist fighter seem intent jihad diplomat region think inevit despair solut outsid world cast somalia adrift mani mogadishu think citi alreadi could done properli enforc arm embargo may calm effect immedi challeng prevent mogadishu slide back war economi men gun profit instabl sign good food price extort gunpoint back importantli deal done hawiy clan elder tri detach islamist fighter thu reduc opposit govern union islam court made popular peopl mogadishu last year impos enough order allow peopl get normal busi instanc hawiy trader complain threefold increas duti appli stapl good arriv mogadishu port settl issu like could make hawiy leader gunmen control readier negoti happen may small chanc accommod hawiy govern altern dire took year attempt deliv somalia rel peac countri enjoy first three month year countri fail could stay fail long time,africa
45,run polic forc epa epa selebi point finger seem moment south africa govern class engulf charg corrupt three week ago turn jacob zuma newli elect leader rule african nation congress anc charg fraud tax evas money launder due court august week turn jacki selebi head polic nation prosecut author say charg corrupt defeat end justic suspend job also resign head interpol intern polic bodi januari th polic also arrest gerri nel senior member special investig unit known scorpion also charg corrupt man led investig mr selebi charg mr nel howev drop week later case point unduli incestu relationship politician countri supposedli independ secur apparatu also illustr way acrimoni battl power mr zuma thabo mbeki countri presid defeat decemb anc leadership elect poison civil servic polit system mr selebi mr mbeki man presid discredit defend friend doggedli month ago mr selebi admit friend glen agliotti drug traffick implic murder shadi mine magnat face angri public call replac mr selebi mr mbeki mere ask south african trust prosecut author new alleg particularli damag say well hand bag cash mr selebi mr agliotti also paid polic chief shop return mr selebi protect mr agliotti friend share confidenti document polic chief deni charg prosecut author alreadi accus abus power settl score mr zuma caught crossfir scorpion report septemb vusi pikoli nation prosecutor suspend pois arrest mr selebi mr mbeki said due breakdown mr pikoli relat boss justic minist time mr pikoli fall fed suspicion fact punish go mr selebi mr nel arrest seen retali mr selebi forc scorpion sinc help bring charg mr selebi charg mr nel drop fast suggest pretti spuriou first place episod deepen bitter rivalri scorpion regular polic murki sort busi would scandalis countri one plagu highest level violent crime world tragic south africa law enforc offici expend much energi fight rather crimin polic judg need fewer arm offic arrest mr nel home hope side charg mr selebi show one yet law turn true reduc confid polic forc often perceiv best mere incompet,africa
46,regret relief british soldier lose hope iraq biggest success britain unhappi four year occup basra final departur citi cover dark odd men rifl battlegroup rumbl basra palac armour vehicl septemb nd hardli shot fire bomb deton ap ap new manag soldier almost daili attack formal reposit airport mile away britain would honour oblig iraq said gordon brown prime minist lose soldier armi know way question leav good mr brown say subject octob aim distanc unpopular war iraq without undermin fatal relationship bush administr bet keep current troop iraq spring draw base airport troop maintain headquart logist support alli forc south eastern iraq well provid special forc fight alongsid american farther north britain also suppos protect southern suppli rout maintain overwatch iraqi forc train arm back hand control basra provinc later autumn practic though british perman presenc call rout tampa kuwait baghdad prefer stay way american convoy everyth avoid shoot way back basra apart defend rocket mortar attack airport main concern british armi preserv public imag fend accus fail betray alli leav britain say much wish think iraqi forc abl take charg secur content seem hold week basra went quiet lieuten colonel patrick sander command rifl battlegroup said violenc basra direct british senior offic wonder whether armi chief gener sir richard dannatt right said last year british becom part problem even right britain seem cross purpos america increas troop baghdad loudest american critic britain strongest advoc surg retir gener jack kean claim american offic frustrat britain gener disengag basra pentagon offici say accept misgiv britain withdraw worri mr brown intent alon australian alli forc southern iraq fear may left lurch australian command draw comparison fiasco british led assault later retreat gallipoli first world war joke british armi reput counter insurg warfar damag year ago british soldier patrol basra soft beret mock american stay armour vehicl british consol thought real fault lie america intellectu bankrupt post war strategi former armi chief gener sir mike jackson call new book armi still fight afghanistan troop may sent effort also end failur howev armi find hard shift blame anyon els,africa
47,polit prison freed mani still jail ethiopian feder court judg surpris everyon week throw charg genocid treason brought opposit politician alli aris violent protest gener elect result clemenc appear good news twenti five suspect freed prison immedi journalist publish howev opposit leader includ berhanu nega hailu shawel remain behind bar face separ charg attempt overthrow govern presid mele zenawi street protest led death least civilian six policemen flaw elect independ inquiri collaps sever judg fled abroad cite threat govern attempt cover human right group hearten judg decis point remain charg still carri possibl death sentenc life prison opposit support divid think leader defend charg far refus verdict reliev foreign diplomat addi ababa capit tie knot defend fail govern one largest recipi aid particularli true unit state despit misgiv congressmen think mr mele dictat bush administr see christian ethiopia half peopl fact muslim bulwark islamist expans horn africa proof came light recent embarrass revel ethiopia allow buy arm north korea despit un sanction countri america insist american also indirectli involv detent terror suspect ethiopian prison rout islamist forc somalia januari ethiopian led war islamist say prison held secretli consular legal represent admit american foreign intellig agent interrog due releas terrorist suppos round fall somalia islamist ethiopia still embroil somalia somali say last week fight mogadishu capit caus death al qaeda peopl somali jihadist report kill captur bad news ethiopia extens america,africa
48,bitter old row show sign fade eritrea launch anoth war make certain never ever dream entertain think war said ethiopia prime minist mele zenawi recent speech parliament countri seek war stress eritrea launch suicid attack would driven sea eritrea heard ethiopia tri drive sea massawa fail instead side die trench warfar stalem led truce time mr zenawi belliger come eritrea ethiopia border commiss wound busi month agre demarc award disput villag badm eritrea ethiopia reject verdict sinc use diplomat verbiag obfusc stall eritrea natur took commiss word authoritarian presid issaia afwerki alien everi sympathis rule becom harsher errat border issu loom larger eritrea nation psych mr afwerki may disgust compatriot tortur imprison critic know eritrean back badm border militaris ever accord intern crisi group think tank eritrea troop insid supposedli demilitaris buffer zone dug along side craggi border km mile long side ethiopia troop un monitor forc meant pack next month may stay tension give countri excus spend gun spi turn domest enemi neither countri afford thing ethiopia least strong bog somalia fight separatist ogaden desert mr zenawi say put ethiopia defenc budget eritrea peopl simpli keep,africa
49,new bill suppos give black zimbabwean econom power busi zimbabw mean feat day sky rocket inflat offici estim juli probabl unemploy crippl power fuel shortag daunt enough top price control slap june empti shelv deplet stock bring mani shop factori standstil offici exchang rate devalu last week zimbabwean dollar american one new rate still least eight time less get black market follow land redistribut devast agricultur presid robert mugab govern seem declar open season part economi well next week parliament look set pass indigenis econom empower bill might ultim transfer least busi local black hand addit law alreadi reserv list compani local black zimbabw govern one region tri involv black economi none south africa black econom empower programm zimbabw probabl one far declar effect white foreign half compani bill defin indigen person th april zimbabw independ day disadvantag unfair discrimin ground race descend person event zimbabw bill contain lot ambigu give lot loos defin discret govern unclear whether transfer would appli futur merger demerg restructur transfer exist compani moreov minist indigenis empower would approv ownership transfer would power impos altern local partner disapprov involv propos transact would also author exempt select compani ownership requir certain period though bill say littl compens propos fund would help zimbabwean financ acquisit among thing compani levi busi may end pay chang ownership past similar threat indigenis part economi come noth still chanc bill quietli buri howev appear hardli like delight new investor exampl orascom telecom mobil phone group base egypt alreadi fight protect invest zimbabw own telecel local oper whose licenc govern threaten cancel unless orascom reduc ownership compani tri head threat take initi old mutual financi institut root south africa said would sell zimbabwean oper local staff though maintain noth bill edcon one south africa biggest retail donat part busi zimbabw local staff year ago bring share south africa standard bank britain barclay major zimbabwean subsidiari take wait see approach heinz food giant involv zimbabw sinc announc last week sold stake olivin compani deal cook oil margarin soap govern leav zimbabw altogeth investor howev hope hang zimbabw turn corner start rebuild flourish economi hand countri econom crisi also attract investor keen pick cheap asset need big appetit risk earlier year lonrho conglomer long histori trade africa announc creation zimbabwean subsidiari would primarili invest properti infrastructur hotel lonzim alreadi rais expect list london shortli bring cash imara financi compani focus africa open fund invest zimbabwean firm april money pour faster could invest stop take new money month may fund invest mainli compani list local stock exchang novel form disast invest,africa
50,even part somalia steadi look shaki peculiar somalia south countri includ broken capit mogadishu burn north stabl horror tri put mogadishu back togeth north begin crack fight broke week somaliland northern strip virtual independ rest countri year puntland semi autonom territori north east see map somaliland say driven puntland forc lo anod town disput sool region kill six puntland injur captur anoth plu puntland say soldier retaken town yet anoth war seem break sool split sub clan back either somaliland puntland want autonomi sool somaliland former british coloni separ larger part run itali declar independ sinc sought intern recognit puntland sens ident less strong seen build block futur feder somalia puntland lose grip sool disput compound secess much sanaag region puntland form yet anoth self govern entiti north draw histori sultan sanaag declar independ juli renam makhir chose badhan capit tension makhir puntland high still wors headach puntland departur strongman abdullahi yusuf becom presid somalia ran puntland author ambit grandios hope turn horn africa dubai went south took lot puntland troop vehicl weapon ammunit departur embolden northern dream secess autonomi may give somaliland edg disput sool lead war oil ga add fuel ferment explor right puntland sold sever time somalia prickli prime minist ali moham gedi furiou mr yusuf sign oil agreement without tell includ one chines compani mr gedi also refus endors explor deal sign puntland govern meanwhil mogadishu get wors fewer children go school citi market stagnant quit opposit govern assert thing back normal govern troop ethiopian forc prop somalia govern still attack bomb grenad sniper islamist militia oust ethiopian earli year african union promis send peacekeep hand author un mission later year sever au countri fail honour pledg uganda still african one sent troop un unlik come take american administr western govern still want back somalia transit govern elect due recent reconcili confer mogadishu pass without rancour someth success bolster appar failur rival meet mainli somali islamist eritrean capit asmara,africa
51,polit dissid spare earlier year ethiopian court releas mani countri import polit dissid grim kaliti jail outskirt addi ababa sinc round polic follow opposit protest peopl kill flaw presidenti elect anoth promis sign reconcili charg remain defend reduc treason genocid outrag constitut incit arm rebellion afp afp berhanu nega mayor addi ababa await fate real shock week state prosecutor call put death face fire squad includ hailu shawel elderli head coalit uniti democraci cud main opposit parti berhanu nega elect mayor capit addi ababa sure say queasi diplomat aid type even mani ethiopian govern prime minist mele zenawi made progress build infrastructur tackl poverti attract foreign invest even manag turn close alli america invad somalia last decemb vanquish islamist regim mogadishu suspect harbour al qaeda peopl last thing mr zenawi need terribl public especi america execut would bring judg adjourn sentenc later month even death sentenc hand care word apolog dissid could let walk free mr zenawi would probabl go along almost much unit govern opposit divid back invas somalia mani other agre threat pose eritrea islamist terror separatist group within ethiopia ethiopian stubborn dissid refus even recognis court legitimaci offer defenc may unwil sign apolog govern instinct brutal spasm muzzl beaten jail opposit sinc elect thousand young ethiopian sent prison camp press stamp put unit state quandari ethiopia despit human right record key alli terror america back ethiopia invas somalia press mr zenawi urgent let dissid go free,africa
52,countri nation prosecutor suspend busi nomin candid leadership rule african nation congress anc get way week atmospher alreadi cloud argument succeed presid thabo mbeki parti leader turn nastier mr mbeki recent suspend vusi pikoli head nation prosecut author npa overse investig unit known scorpion irretriev breakdown relat boss justic minist sinc report suspens mr pikoli taken warrant arrest jacki selebi head south african polic inquiri launch whether mr pikoli mr selebi fire govern vagu tight lip mr pikoli suspens feed host conspiraci theori could affect anc select decemb parti next presid whoever win contest virtual certain becom countri next leader mr pikoli overseen recent bout npa six year investig activ jacob zuma countri former deputi presid fire still seek south africa top job charg corrupt fraud mr zuma dismiss last year npa rule possibl charg scorpion set late investig corrupt organis crime accus abus power use settl polit score critic say disband absorb polic govern appoint commiss suggest kept within npa report minist safeti secur mr selebi fire time countri breathtak level violent crime call sack becam strident admit friend glen agliotti suspect crime boss arrest scorpion investig mr selebi insist hand clean kept job opposit demand fuller explan far vain mr pikoli secur impress convict rate overstep author said kept boss dark sever big case includ mr selebi peopl disagre npa independ realli mean opposit question independ inquiri whether mr pikoli fit job sinc head anc veteran former speaker parliament frene ginwala mr pikoli suspens due arrest warrant peopl presid offic deni decis meant protect mr selebi refus say whether warrant arrest ever obtain npa mr mbeki reluct explain thing fulli fuell suspicion state institut subject vagari bitter rivalri anc polit,africa
53,rancor debat anc elect new leader afp afp month acrimoni african nation congress anc elect jacob zuma new leader ballot almost deleg nation confer south africa rule parti small town polokwan mr zuma defeat incumb thabo mbeki wider margin predict vote mr zuma formerli parti deputi leader prime posit though certain succeed mr mbeki countri next presid mr mbeki serv two term step head state parti renown iron disciplin scene tent polokwan unpreced mosiuoa lekota anc chairman support mr mbeki boo heckl boister floor true style mr mbeki deliv dreari technocrat speech last two hour list socio econom achiev past decad end lament increas patronag corrupt unprincipl politick within parti thinli veil swipe rival call moral regener mr zuma support broke song support hero soon mr mbeki finish address insist manual count vote fear mbeki camp would rig result mr mbeki tri rebut accus toler dissent centralis power fail convinc parti rank file strongli favour congeni mr zuma first time decad parti local branch genuin abl choos leader past would select parti top brass deleg eastern cape mr mbeki homeland argu chang need complain public servic still dismal rural part provinc live anoth deleg free state argu mr mbeki helm parti almost decad charg long alreadi yet despit victori mr zuma mean assur nation presid start past could return haunt acquit rape last year nation prosecut author year investig could well charg corrupt support dismiss legal problem polit conspiraci mr zuma would resign convict case kgalema motlanth parti secretari gener elect parti number two would take whatev happen relationship govern domin mr mbeki faith anc led mr zuma awkward next month could see either patch rift success purg insid parti mbeki loyalist even question whether mr mbeki finish full term countri presid although mr zuma said see reason earli departur,africa
54,still chanc stave full blown insurg afp afp familiar mogadishu experi teach stabil somalia depend peac mogadishu recent event capit caus real concern unit nation reckon citi resid fled increasingli heavi fight sinc februari march st least peopl kill one fire fight heaviest sinc islamist militia chase citi last decemb dread scene reminisc shoot american black hawk helicopt citi bodi two dead soldier drag street set alight chant mob violenc increas dramat sinc arriv ugandan peacekeep forc ugandan troop african union au command formal taken ethiopia whose troop occupi mogadishu sinc retreat islamist ethiopian unpopular ordinari somali see occupi ugandan also view milit noth interf foreign ethiopian soldier probabl among kill march st ethiopian troop left remain withdrawn public view includ presidenti palac unlik withdraw complet yet part reflect failur au troop organis request somalia far commit ugandan ground hard pacifi mogadishu even full strength best au green helmet hope say somali watcher secur key instal road junction ugandan forc command say men patrol neighbourhood welcom make less target also put area mogadishu danger limit much depend success tout nation reconcili process somalia transit govern bulli bankrol make show forgiv unclear whether nation uniti confer plan april amount much foreign diplomat say govern reach moder islamist exclud mogadishu warlord even best intent hard act pull warlord embolden may respons mortar attack certainli see legitim claim govern remnant islamist fighter still account violenc may thousand around mogadishu form new jihadist group gaug strength easi particularli sinc taken pay freelanc gunmen attack govern ethiopian posit sophist natur recent attack togeth pugilist broadcast made jihadist command hide suggest may make seriou insurg next week critic peacekeep need hold nerv govern reach disaffect clan especi includ build new nation armi islamist could yet miscalcul done group islam court mogadishu becam popular last year oppos violenc restor order call violenc provok disord could swing peopl back behind govern,africa
55,articl reform nigeria oil industri septemb th said countri product sunk barrel day owe violenc delta region meant say oil product fallen b well nigeria capac b nearli catastroph sorri,africa
56,arab mood give mr bush benefit doubt half centuri american engag arab world american presid tend get nicer arab toward end term less lose home middl east tour georg bush stuck rule differ america failur sort iraq make peac isra palestinian persuad muslim war terror unfairli direct presid control quit much damag speech abu dhabi capit unit arab emir tout keynot seven countri tour touch familiar theme wicked iran ruler belief democraci free peopl oppress insecur stand modern confid nation allow peopl voic legitim critic said offici host countri quietli distanc america iran polici arab comment question whether head administr respons miseri abu ghraib guant amo could preach human right whether mr bush lavish prais gulf monarch gestur toward democraci hold highli restrict elect meant care secur cheap oil promot real polit reform state american arab relat seem sharpli depict saudi arabia mr bush join tradit danc princ salman bin abdul aziz power governor riyadh saudi capit possibl futur king meant display tribal solidar danc sword clutch mr bush look awkward shuffl clumsili arm arm robe companion fact america suppli real weapon announc coincid presidenti tour would sell saudi arabia guid bomb kit worth part longer term pledg transfer billion arm arab gulf alli yet sale hope favour impact dissip isra militari sourc assert israel get american precis guid bomb free would get smarter version comment meant reassur america pro isra congress saudi sale certainli manag annoy saudi region need smart initi smart bomb growl editori kuwait daili al rai al despit wave sour middl east toward mr bush visit sign note administr albeit late tenur pay attent arab concern assuag fear take hard line iran could lead conflict would hurt whole region mr bush temper tough languag hope talent iranian peopl moder ruler behaviour iran america could becom best friend mr bush also prais new iraqi law see articl let former member saddam hussein baath parti regain job arab comment note mr bush administr demand dismiss first place presid repeat determin bring viabl contigu palestinian state also went way alter impress administr loth press israel make concess though urg arab oil produc boost output reduc high price oil mr bush care say knew mani alreadi produc full capac courtesi may reflect among thing america appreci rich gulf produc declin far uncoupl currenc dollar despit fall valu advic mani local economist arab investor includ sovereign fund kuwait abu dhabi sound will inject billion wobbl american financi hous citibank merril lynch uglier realiti intrud howev beirut american embassi vehicl narrowli evad bomb blast kill three bystand shake hold lebanon pro american govern lock stalem oppon led hizbullah iranian back shia militia isra raid rocket firer gaza kill palestinian highest day death toll month dead includ son former foreign minist hama islamist group seiz strip last summer blame mr bush give israel green light kill,africa
57,brave woman seek justic histor recognit past wrong ap ap still seek justic children tyrant tend oddli punctili record atroc even standard peer mengistu hail mariam ethiopia former dictat incorrig archivist secur servic regim took power learn habit bureaucrat procedur true master east german sent stasi agent ethiopia consult mr mengistu fell fled left behind thousand page memoranda death warrant even minut meet rule committe known derg vote murder imprison emperor hail selassi file form basi thousand crimin case brought ethiopian special prosecutor sinc mr mengistu fell charg sheet evid trial absentia genocid run page though remain shelter guest zimbabw presid robert mugab court sentenc year life prison end special prosecutor work happen fragil incrimin paper woman name hirut abeb jiri made mission see histor record preserv imprison tortur purg known red terror ms hirut set organis archiv translat index derg file make avail internet partnership univers north dakota unit state canadian resid recent went back addi ababa fled refuge sign agreement govern call transfer document hand ethiopian red terror document research centr model yale univers cambodian genocid programm document khmer roug atroc despit mani trial year mani ethiopian still know happen famili member disappear red terror ms hirut hope archiv websit let ethiopian includ diaspora learn truth know power written word brought justic case red terror ms hirut imprison beaten year later discov man order tortur notori derg functionari call kelbessa negewo emigr unit state work bellhop hotel atlanta georgia along two former victim su american court power evid memo superior boast struggl elimin anti revolutionari last year decad legal battl deport back ethiopia serv life sentenc murder,africa
58,ordinari zimbabwean find creativ way surviv reuter reuter first glanc life harar appear surprisingli normal car still cruis along street shop still open children wear neat school uniform men women suit still talk mobil phone yet zimbabw appear decept economi collaps eight ten peopl formal job inflat offici estim may actual twice high presid robert mugab decid tri someth gallop price basic good ignor protest gideon gono governor central bank mr mugab famous despis bookish econom sent polic order shopkeep slash price forc sell loss predict result huge crowd wait outsid shop rush grab whatev go good factori threaten taken stop product hundr shopkeep arrest accus lower price enough basic good cook oil soap meat disappear shelv supermarket fife avenu shop centr expens import good still sale meat counter empti bread luckili bit cook oil bottl cost one third teacher monthli wage shopper allow buy two bottl woman push trolley say spend good part day go shop shop find basic item sugar flour petrol expens avail privat import licens dri well thank enforc price cut petrol station one harar leafi suburb line car snake around block overseen policemen soldier without much petrol public transport whose fare also slash becom scarc commut one harar main avenu crowd wait side road night hope ride home peopl run pick truck alreadi full tri jump take hour get work morn yet thing avail black market afford night drive right spot young men rush offer petrol eight time offici price poor district mbare km two mile harar centr peopl sell cook oil sugar side road carri bag maiz flour head polic raid week push black market even underground twenti kilometr outsid harar year old teacher explain surviv monthli earn zimbabwean dollar equival offici exchang rate black market husband make even less walk km work everi day noth els colleagu longer show grow veget back yard green say chicken pork egg beef scrape run water day fill bucket bottl whenev tap work boil water longer safe drink electr also scarc cook wood fire back yard buy candl whenev afford wear worn anorak woollen hat small hous afford heat fight bite winter cold feed school three children borrow money buy thing goe south africa zambia sell mani peopl surviv trade year old profession left job becom middleman buy foreign exchang black market import kind stuff equip stationeri resel fat mark local compani risk break foreign exchang law drive south africa loung draw room watch satellit televis wide screen say make profit month live nice residenti area electr water alway plenti foreign exchang explain lucki access american dollar offici rate zimbabw dollar one american greenback make kill sell black market rate get enough local cash becom main hurdl sinc restrict place withdraw get around z daili limit peopl open multipl bank account pay premium get cash bank transfer choke hyperinfl arbitrari restrict peopl becom increasingli creativ surviv emigr mainli south africa small elit bleed economi dri local businessman say system collaps six month zimbabw new manag becom africa fastest grow economi smile say year,africa
59,countri still danger adrift prime minist somalia ali moham gedi bow year rivalri countri presid abdullahi yusuf interest say nation uniti resign speech mr gedi said surviv five assassin attempt three year helm veterinarian seen share bone crunch father colonel somalia intellig servic steadier soviet back year trade mr gedi may also dabbl probabl prime minist next door ethiopia mele zenawi advis mr gedi go pair close day rebel fighter mr zenawi protect mr gedi father mr gedi belong hawiy clan power mogadishu somalia ravag capit unpopular hawiy elder islamist sympathi hostil somalia feebl ethiopia back govern unclear whether exit make easier mr yusuf squar charg strike deal hawiy depriv jihadist fighter clan support shelter mr gedi flew straight somalia kenya speed departur show even toughest patriot loth build life mogadishu educ emigr return without children life get wors un say school attend collaps malnutrit cholera common fight rip mogadishu spring resum seasid citi remain violent jihadist rebel pin ethiopian troop peacekeep uganda countri will send troop aegi african union failur moder islamist creat plausibl negoti posit recent meet eritrea may strengthen arm radic hope foment holi war christian ethiopia threat restrict horn africa british intellig say somali jihadist may involv futur terrorist attack britain elsewher alreadi recent kill yet anoth somali journalist illustr chao bashir nur gedi close relat eighth journalist murder mogadishu year somali report gone hide left countri govern islamist target tri report freeli sharp increas piraci also tell time power last year islamist manag curb attack foreign vessel back record number american pursu two ship hijack pirat week one north korean freighter whose crew manag kill two pirat american arriv sign yet french naval escort promis franc new presid nicola sarkozi,africa
60,small european forc run big problem central africa idea send sever thousand european union eu soldier bunch un policemen protect displac civilian sudanes refuge darfur shelter eastern chad seem well intent send hand remot north neighbour central african republ car civilian terroris local rebel neighbour countri use swath car lawless terrain rest transit launch attack propos eu led mission fraught complic suppos run end year far behind schedul latest hitch lack helicopt essenti ferri soldier un polic around squar kilometr squar mile africa harshest terrain diplomat think deploy postpon next may even forc get clear oper un speak multi dimension presenc soldier polic meant stop darfur violenc spread west seal border must also protect civilian fled aid worker look chad fuzzi mission un chapter mandat could theoret let go offens stop attack could simpli monitor situat given forc limit latter likeli report issu massachusett institut technolog reckon eu would need men lot air power instead forc hope mere presenc deterr due led irishman bulk soldier french plu austrian dutchmen pole swede herein lie anoth problem franc provid troop alreadi base chad former coloni alreadi embroil exist conflict chad car anoth former possess humanitarian intent neutral eu forc queri franc instanc use special forc fight rebel car north east propos eu forc countri fact consist odd soldier mere swap beret chad franc give logist intellig help dislik presid idriss battl rebel countri east turn declar war franc warn eu forc treat enemi franc particip car govern hand keen anyon come help control countri lawless north villag businessmen tri pli trade even rebel oper say want stabil fled region violenc sceptic soldier realli abl hear thing radio forc let see happen say mamad yusuf elderli sudanes refuge darfur fled camp north east car stay,africa
61,offici opposit pick leader pretti thankless task almost certain never becom south africa presid virtual unthink parti democrat allianc da would ever push rule african nation congress anc power south africa badli need vigor opposit keep anc toe call account pick hole polici offer peopl altern idea likelihood altern parti power sure loom race within anc succeed presid thabo mbeki must bow far import elect may th helen zill leader da succeed toni leon notabl event vital well south african democraci make mark afp afp zill salut support year leader becom south africa main opposit mr leon voluntarili step enabl ms zill energet mayor cape town easili defeat two rival da top job support ulul blew horn danc sing ya lewena go mr leon left stage cheer firework kwaito south african version hip hop done good job far goe sinc da evolv sever chang allianc core old progress parti whose leonin survivor helen suzman year sole liber oppon govern white apartheid era parliament compet democrat parti mr leon got paltri vote last gener elect democrat allianc got local elect last year got nearli head coalit run cape town cheeki chappi goe unlik mani anc think nation uniti requir consensu polit mr leon clever bounci lawyer believ democraci must adversari refus cabinet post nelson mandela govern nation uniti anc gener detest mr leon confront abras arrog part outspoken social econom liber castig anc among thing authoritarian centralis tendenc also accus racism includ make snide remark jewish da biggest failur mr leon inabl win vote black south african make popul still overwhelmingli support anc larg bulk da vote come white colour south african mix race repres popul da reckon get less black vote unless break new territori stay fring south african polit despit offici opposit parliament last week da congress includ fair number black colour deleg top leadership remain predominantli white da black mp defect anc ms zill whose parent refuge nazi germani notabl anti apartheid journalist campaign find hard make inroad black vote best hope boost da run cape town better anc run big citi show parti care poor understand concern black voter da well cape town might chanc win western cape provinc next gener elect far ms zill handl cape town fragil rule coalit well begun clean citi manag say want keep job mayor cape town run da hard task accept speech ms zill signal desir appeal speak english afrikaan spoken white mainli dutch descent mani colour xhosa one countri wide spoken african languag said want build bridg south africa mani cultur even urg everyon hall start learn extra south african languag said black econom empower anc polici spread countri wealth wide must includ ordinari peopl small polit connect elit sipho masigo young da citi councillor canvass johannesburg largest township look recruit admit easi join da frustrat inact anc councillor charg slum use home soweto johannesburg biggest township organis train help peopl find way make end meet tell democraci need opposit point next door zimbabw peopl say warm idea troubl da new leader south africa mani poor measur unemploy rang keener left wing altern anc da liber idea anc real opposit within trade union communist parti still within rule anc led allianc think cosi big busi one day anc left may split though sign happen soon meanwhil ms zill abl courag need plug away promot idea howev limit prospect put practic,africa
